,Join us for Code + Coffee at {location} on {date}. Learn more & RSVP: {meetuplink} #gdibmore #learntocode #womenintech #girldevelopit
,"Do you like ???
Do you like ??
Our next Code + Coffee is {date} hosted by {location}. Details & RSVP: {meetuplink} #gdibmore #learntocode "
,Code + Coffee THIS Sunday {date} ::: {meetuplink}  ::: Thanks to {eventorg} for organizing & {location} for hosting us! #gdibmore #learntocode #womenintech #girldevelopit
,"Join us tomorrow for Code + Coffee hosted by {location}. Details & RSVP: {meetuplink}
??? #gdibmore #learntocode #womenintech #girldevelopit"
